"state_fips_code","county_fips_code","state","county","confirmed_cases","deaths","test_7day_total","positivity_7day_avg","community","school","report_date","healthwebsites"
"13","13065","Georgia","Clinch County",1404,32,20,0,"low","Lower risk of transmission in schools","2021-06-06","[]"
"13","13067","Georgia","Cobb County",104330,1254,5341,1.78,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.cobbanddouglaspublichealth.org"",""https://www.facebook.com/CDPHga/"",""https://twitter.com/cdphga""]"
"13","13069","Georgia","Coffee County",7599,202,84,3.57,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict"",""https://twitter.com/InfoatSEHD""]"
"13","13071","Georgia","Colquitt County",7312,161,211,10.9,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13073","Georgia","Columbia County",23816,252,607,1.15,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13075","Georgia","Cook County",3527,54,51,1.96,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13077","Georgia","Coweta County",19885,296,632,2.37,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.coweta.ga.us/Resources/healthdept.html""]"
"13","13079","Georgia","Crawford County",1077,34,23,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13081","Georgia","Crisp County",3034,103,38,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13083","Georgia","Dade County",2033,17,62,3.23,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13085","Georgia","Dawson County",4491,55,162,4.32,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13087","Georgia","Decatur County",4511,92,34,2.94,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13089","Georgia","DeKalb County",86943,1186,5491,1.91,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13091","Georgia","Dodge County",3500,115,20,5,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13093","Georgia","Dooly County",1573,52,16,0,"low","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13095","Georgia","Dougherty County",11684,371,490,3.67,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13097","Georgia","Douglas County",21225,263,928,2.16,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.cobbanddouglaspublichealth.org"",""https://www.facebook.com/CDPHga/"",""https://twitter.com/cdphga""]"
"13","13099","Georgia","Early County",1793,56,33,6.06,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13101","Georgia","Echols County",703,9,0,,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13103","Georgia","Effingham County",8639,128,153,3.27,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.gachd.org"",""https://www.facebook.com/coastalgeorgiapublichealth"",""https://twitter.com/coastalhealth91""]"
"13","13105","Georgia","Elbert County",3053,80,84,3.57,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13107","Georgia","Emanuel County",4245,99,51,3.92,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13109","Georgia","Evans County",1555,43,18,11.11,"high","Moderate risk of transmission in schools","2021-06-06","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict"",""https://twitter.com/InfoatSEHD""]"
"13","13111","Georgia","Fannin County",3543,93,61,1.64,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13113","Georgia","Fayette County",12624,205,2716,0.26,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13115","Georgia","Floyd County",17423,311,481,1.87,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://nwgapublichealth.org/counties/floyd/index.htm""]"
"13","13117","Georgia","Forsyth County",32475,236,1392,2.01,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13119","Georgia","Franklin County",3732,70,69,28.99,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13121","Georgia","Fulton County",126355,1621,11140,1.79,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://fultoncountyboh.org/boh/""]"
"13","13123","Georgia","Gilmer County",4316,110,132,1.52,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.nghd.org/locations/health-depts/gilmer-health.html""]"
"13","13125","Georgia","Glascock County",393,19,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13127","Georgia","Glynn County",14896,301,461,1.3,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.gachd.org"",""https://www.facebook.com/coastalgeorgiapublichealth"",""https://twitter.com/coastalhealth91""]"
"13","13129","Georgia","Gordon County",10814,165,350,1.14,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13131","Georgia","Grady County",3404,81,58,10.34,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13133","Georgia","Greene County",2600,67,153,3.27,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.publichealthathens.com""]"
"13","13135","Georgia","Gwinnett County",125362,1331,7853,2.01,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13137","Georgia","Habersham County",7052,175,111,0.9,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13139","Georgia","Hall County",36086,562,1640,1.16,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13141","Georgia","Hancock County",1111,73,24,4.17,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13143","Georgia","Haralson County",3640,103,58,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13145","Georgia","Harris County",3532,76,120,2.5,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13147","Georgia","Hart County",3358,61,62,12.9,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13149","Georgia","Heard County",1430,30,26,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13151","Georgia","Henry County",36233,406,1897,1.69,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13153","Georgia","Houston County",23952,323,446,4.48,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13155","Georgia","Irwin County",1406,31,32,3.13,"high","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13157","Georgia","Jackson County",13987,186,441,2.72,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.Publichealthathens.com"",""https://www.facebook.com/TeamMatters""]"
"13","13159","Georgia","Jasper County",2049,51,28,7.14,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13161","Georgia","Jeff Davis County",2858,50,22,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13163","Georgia","Jefferson County",2577,74,52,9.62,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13165","Georgia","Jenkins County",1127,49,15,0,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13167","Georgia","Johnson County",1510,55,15,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13169","Georgia","Jones County",3218,76,117,14.53,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13171","Georgia","Lamar County",3273,78,119,1.68,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13173","Georgia","Lanier County",1417,14,44,2.27,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13175","Georgia","Laurens County",8758,214,161,2.48,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13177","Georgia","Lee County",4490,74,127,3.15,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13179","Georgia","Liberty County",7000,87,122,3.28,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.gachd.org"",""https://www.facebook.com/coastalgeorgiapublichealth"",""https://twitter.com/coastalhealth91""]"
"13","13181","Georgia","Lincoln County",1120,32,26,7.69,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13183","Georgia","Long County",1610,17,18,0,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.gachd.org"",""https://www.facebook.com/coastalgeorgiapublichealth"",""https://twitter.com/coastalhealth91""]"
"13","13185","Georgia","Lowndes County",20548,272,783,3.58,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13187","Georgia","Lumpkin County",4615,90,114,0.88,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13189","Georgia","McDuffie County",3343,65,67,0,"low","Lowest risk of transmission in schools","2021-06-06","[""http://ecphd.com"",""https://www.facebook.com/ECPHD""]"
"13","13191","Georgia","McIntosh County",1649,26,54,3.7,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.gachd.org"",""https://www.facebook.com/coastalgeorgiapublichealth"",""https://twitter.com/coastalhealth91""]"
"13","13193","Georgia","Macon County",1278,38,34,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13195","Georgia","Madison County",4696,65,151,2.65,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13197","Georgia","Marion County",919,29,24,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13199","Georgia","Meriwether County",2864,100,124,3.23,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13201","Georgia","Miller County",1170,18,25,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13205","Georgia","Mitchell County",3217,97,64,4.69,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13207","Georgia","Monroe County",3983,133,107,9.35,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"13","13209","Georgia","Montgomery County",1442,31,16,6.25,"moderate","Higher risk of transmission in schools","2021-06-06","[]"
"13","13211","Georgia","Morgan County",3092,37,59,1.69,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13213","Georgia","Murray County",6859,113,318,2.2,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.nghd.org/locations/health-departments/murray-health.html""]"
"13","13215","Georgia","Muscogee County",22833,558,932,2.9,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13217","Georgia","Newton County",15446,307,438,2.51,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13219","Georgia","Oconee County",5369,78,217,1.84,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13221","Georgia","Oglethorpe County",2046,36,73,1.37,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13223","Georgia","Paulding County",23898,287,832,2.52,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13225","Georgia","Peach County",3932,85,62,1.61,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13227","Georgia","Pickens County",5221,98,148,2.03,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.nghd.org/locations/health-departments/pickens-health.html""]"
"13","13229","Georgia","Pierce County",4143,86,144,0.69,"low","Lowest risk of transmission in schools","2021-06-06","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict/"",""https://twitter.com/infoatsehd""]"
"13","13231","Georgia","Pike County",3662,59,66,9.09,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"13","13233","Georgia","Polk County",8135,133,145,1.38,"low","Lower risk of transmission in schools","2021-06-06","[]"
"13","13235","Georgia","Pulaski County",1466,54,16,6.25,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13237","Georgia","Putnam County",3118,74,89,2.25,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13239","Georgia","Quitman County",242,4,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13241","Georgia","Rabun County",2357,55,52,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13243","Georgia","Randolph County",956,38,20,10,"high","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13245","Georgia","Richmond County",33433,608,1070,2.8,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13247","Georgia","Rockdale County",10789,209,611,3.11,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13249","Georgia","Schley County",590,7,13,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13251","Georgia","Screven County",1751,48,14,7.14,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13253","Georgia","Seminole County",1474,23,18,5.56,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13255","Georgia","Spalding County",9835,245,316,6.96,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13257","Georgia","Stephens County",4478,90,131,12.21,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13259","Georgia","Stewart County",1403,27,7,0,"high","Lower risk of transmission in schools","2021-06-06","[]"
"13","13261","Georgia","Sumter County",3930,117,145,2.76,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13263","Georgia","Talbot County",705,21,21,0,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13265","Georgia","Taliaferro County",165,3,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13267","Georgia","Tattnall County",3721,97,29,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict/"",""https://twitter.com/infoatsehd""]"
"13","13269","Georgia","Taylor County",1220,31,26,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13271","Georgia","Telfair County",2131,64,15,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13273","Georgia","Terrell County",1152,56,44,9.09,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13275","Georgia","Thomas County",7493,166,187,8.02,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"13","13277","Georgia","Tift County",8114,156,160,4.38,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13279","Georgia","Toombs County",5233,150,75,4,"low","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13281","Georgia","Towns County",1706,71,28,0,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"13","13283","Georgia","Treutlen County",1204,38,14,0,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13285","Georgia","Troup County",10550,283,463,4.1,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"13","13287","Georgia","Turner County",1641,49,33,6.06,"moderate","Higher risk of transmission in schools","2021-06-06","[]"
"13","13289","Georgia","Twiggs County",1047,57,20,10,"high","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13291","Georgia","Union County",3396,102,86,16.28,"high","Higher risk of transmission in schools","2021-06-06","[]"
"13","13293","Georgia","Upson County",5251,152,147,0.68,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.district4health.org"",""https://www.facebook.com/District4Health"",""https://twitter.com/D4publichealth""]"
"13","13295","Georgia","Walker County",10547,120,160,4.38,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"13","13297","Georgia","Walton County",14477,294,502,1.2,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://publichealthathens.com""]"
"13","13299","Georgia","Ware County",7175,222,272,3.31,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13301","Georgia","Warren County",730,23,15,6.67,"moderate","Higher risk of transmission in schools","2021-06-06","[]"
"13","13303","Georgia","Washington County",3111,105,42,7.14,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13305","Georgia","Wayne County",5696,149,150,3.33,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13307","Georgia","Webster County",224,4,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13309","Georgia","Wheeler County",927,32,10,10,"high","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13311","Georgia","White County",4660,115,104,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13313","Georgia","Whitfield County",21602,305,934,1.71,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.nghd.org/locations/health-departments/whitfield-health.html""]"
"13","13315","Georgia","Wilcox County",1241,53,11,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13317","Georgia","Wilkes County",1460,33,36,8.33,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"13","13319","Georgia","Wilkinson County",1453,34,62,3.23,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"13","13321","Georgia","Worth County",2937,84,80,3.75,"low","Lower risk of transmission in schools","2021-06-06","[]"
"15","15001","Hawaii","Hawaii County",9737,84,3120,1.28,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"15","15003","Hawaii","Honolulu County",53864,565,15574,1.35,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"15","15005","Hawaii","Kalawao County",,,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"15","15007","Hawaii","Kauai County",2131,8,1051,0.1,"low","Lower risk of transmission in schools","2021-06-06","[]"
"15","15009","Hawaii","Maui County",9265,85,3730,1.64,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"16","16001","Idaho","Ada County",68632,601,6458,2.52,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16003","Idaho","Adams County",441,8,16,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16005","Idaho","Bannock County",11412,138,534,1.12,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16007","Idaho","Bear Lake County",576,9,37,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16009","Idaho","Benewah County",1022,15,24,4.17,"moderate","Higher risk of transmission in schools","2021-06-06","[]"
"16","16011","Idaho","Bingham County",5854,90,155,2.58,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16013","Idaho","Blaine County",2734,20,191,1.05,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16015","Idaho","Boise County",586,5,291,5.15,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16017","Idaho","Bonner County",4551,62,355,4.23,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16019","Idaho","Bonneville County",17598,191,400,1.5,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16021","Idaho","Boundary County",1154,19,95,3.16,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16023","Idaho","Butte County",285,3,39,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16025","Idaho","Camas County",91,0,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16027","Idaho","Canyon County",35453,394,2355,5.27,"substantial","Moderate risk of transmission in schools","2021-06-06","[]"
"16","16029","Idaho","Caribou County",878,15,18,5.56,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16031","Idaho","Cassia County",3474,30,98,4.08,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16033","Idaho","Clark County",65,0,0,,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16035","Idaho","Clearwater County",1524,22,35,2.86,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"16","16037","Idaho","Custer County",325,3,13,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16039","Idaho","Elmore County",3302,31,268,3.36,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16041","Idaho","Franklin County",1444,19,80,5,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"16","16043","Idaho","Fremont County",1368,14,39,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16045","Idaho","Gem County",2416,50,121,4.13,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"16","16047","Idaho","Gooding County",1969,31,87,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16049","Idaho","Idaho County",1850,24,90,14.44,"high","Highest risk of transmission in schools","2021-06-06","[]"
"16","16051","Idaho","Jefferson County",3565,35,69,4.35,"low","Lower risk of transmission in schools","2021-06-06","[]"
"16","16053","Idaho","Jerome County",3682,37,113,6.19,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16055","Idaho","Kootenai County",24985,303,1528,8.64,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"16","16057","Idaho","Latah County",4050,24,174,2.87,"low","Moderate risk of transmission in schools","2021-06-06","[]"
"16","16059","Idaho","Lemhi County",704,13,38,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16061","Idaho","Lewis County",680,15,10,20,"high","Moderate risk of transmission in schools","2021-06-06","[]"
"16","16063","Idaho","Lincoln County",615,11,28,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16065","Idaho","Madison County",8052,33,155,9.03,"substantial","Higher risk of transmission in schools","2021-06-06","[]"
"16","16067","Idaho","Minidoka County",2836,39,96,2.08,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16069","Idaho","Nez Perce County",5554,81,343,2.62,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16071","Idaho","Oneida County",448,5,22,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16073","Idaho","Owyhee County",1374,34,57,8.77,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"16","16075","Idaho","Payette County",3395,48,214,4.21,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"16","16077","Idaho","Power County",819,11,23,0,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16079","Idaho","Shoshone County",1701,50,109,15.6,"high","Highest risk of transmission in schools","2021-06-06","[]"
"16","16081","Idaho","Teton County",1477,5,39,2.56,"low","Lowest risk of transmission in schools","2021-06-06","[]"
"16","16083","Idaho","Twin Falls County",13941,176,641,3.9,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16085","Idaho","Valley County",1240,6,85,3.53,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"16","16087","Idaho","Washington County",1638,33,89,5.62,"moderate","Moderate risk of transmission in schools","2021-06-06","[]"
"17","17001","Illinois","Adams County",12733,177,2499,1.28,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.co.adams.il.us""]"
"17","17003","Illinois","Alexander County",681,11,47,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17005","Illinois","Bond County",2448,29,186,0.54,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.bchd.us"",""https://www.facebook.com/BondCountyHD/"",""https://twitter.com/BondCountyHD""]"
"17","17007","Illinois","Boone County",7627,94,547,4.39,"moderate","Moderate risk of transmission in schools","2021-06-06","[""http://www.boonehealth.org/"",""https://twitter.com/boonecohealth""]"
"17","17009","Illinois","Brown County",1022,14,534,0.37,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17011","Illinois","Bureau County",4291,101,255,0.78,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.bchealthdepartment.org""]"
"17","17013","Illinois","Calhoun County",645,5,18,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17015","Illinois","Carroll County",2265,38,128,1.56,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17017","Illinois","Cass County",2522,37,192,1.56,"high","Lowest risk of transmission in schools","2021-06-06","[""https://www.casscohealth.org"",""https://www.facebook.com/Cass-County-Health-Department-166307846760640/"",""https://twitter.com/casscohealth""]"
"17","17019","Illinois","Champaign County",25967,191,15578,0.58,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.c-uphd.org""]"
"17","17021","Illinois","Christian County",4963,98,671,0,"high","Lowest risk of transmission in schools","2021-06-06","[""http://www.christiancountyhealth.net""]"
"17","17023","Illinois","Clark County",2535,46,98,1.02,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17025","Illinois","Clay County",2422,52,123,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.healthdept.org""]"
"17","17027","Illinois","Clinton County",6837,107,324,0.93,"low","Lowest risk of transmission in schools","2021-06-06","[""http://cchd027.mystarband.net""]"
"17","17029","Illinois","Coles County",7404,115,614,3.75,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.co.coles.il.us/cchd/index.html"",""https://www.facebook.com/ColesCountyHealthDepartment""]"
"17","17031","Illinois","Cook County",615436,11525,93854,1.67,"moderate","Lowest risk of transmission in schools","2021-06-06","[""https://www.cookcountypublichealth.org/""]"
"17","17033","Illinois","Crawford County",3079,46,215,2.79,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.cchd.net""]"
"17","17035","Illinois","Cumberland County",1798,37,104,1.92,"low","Lower risk of transmission in schools","2021-06-06","[""http://cumberlandhealth.org/index.php""]"
"17","17037","Illinois","DeKalb County",11992,134,1683,3.15,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"17","17039","Illinois","De Witt County",1968,37,262,3.44,"substantial","Lower risk of transmission in schools","2021-06-06","[]"
"17","17041","Illinois","Douglas County",3076,42,183,1.64,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://dchealthdept.org""]"
"17","17043","Illinois","DuPage County",104268,1444,13970,1.71,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.dupagehealth.org""]"
"17","17045","Illinois","Edgar County",2375,65,92,0,"substantial","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17047","Illinois","Edwards County",968,16,31,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17049","Illinois","Effingham County",6128,93,336,2.38,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.effcohealth.org""]"
"17","17051","Illinois","Fayette County",4034,61,257,2.72,"substantial","Lowest risk of transmission in schools","2021-06-06","[""http://www.fayettehealthdept.org""]"
"17","17053","Illinois","Ford County",2359,64,124,5.65,"high","Moderate risk of transmission in schools","2021-06-06","[""http://www.fordcountyphd.org/""]"
"17","17055","Illinois","Franklin County",6939,111,573,2.97,"moderate","Lower risk of transmission in schools","2021-06-06","[""http://www.fwbchd.dst.il.us""]"
"17","17057","Illinois","Fulton County",4915,78,992,0.3,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.fultoncountyhealth.com""]"
"17","17059","Illinois","Gallatin County",755,7,32,6.25,"moderate","Lower risk of transmission in schools","2021-06-06","[]"
"17","17061","Illinois","Greene County",2009,52,88,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.greenecountyhealth.com""]"
"17","17063","Illinois","Grundy County",7045,85,777,1.8,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.grundyhealth.org""]"
"17","17065","Illinois","Hamilton County",1298,24,79,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17067","Illinois","Hancock County",2588,44,110,8.18,"substantial","Higher risk of transmission in schools","2021-06-06","[""http://www.hancockhealth.com""]"
"17","17069","Illinois","Hardin County",564,14,45,2.22,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17071","Illinois","Henderson County",661,23,26,0,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://hendcohealth.com""]"
"17","17073","Illinois","Henry County",6256,103,522,1.72,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17075","Illinois","Iroquois County",3969,75,372,5.91,"substantial","Moderate risk of transmission in schools","2021-06-06","[""http://www.co.iroquois.il.us/""]"
"17","17077","Illinois","Jackson County",7743,100,1171,1.54,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.jchdonline.org""]"
"17","17079","Illinois","Jasper County",1534,20,80,2.5,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.jasperhealth.org""]"
"17","17081","Illinois","Jefferson County",6116,133,304,1.97,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
"17","17083","Illinois","Jersey County",3242,72,129,2.33,"moderate","Lowest risk of transmission in schools","2021-06-06","[""http://www.jerseycountyhealth.org""]"
"17","17085","Illinois","Jo Daviess County",2072,29,74,1.35,"moderate","Lowest risk of transmission in schools","2021-06-06","[]"
