"fips","name","websites"
"39011","Auglaize County Health District","[""http://www.auglaizehealth.org""]"
"20007","Barber County Health Department","[""http://www.cyberlodg.com/publichealth""]"
"13013","Barrow County Health Department","[""http://www.BarrowCountyHealthDepartment.com""]"
"29011","Barton County Health Department","[""http://www.bchdhealth.com""]"
"18007","Benton County Health Department","[""http://www.co.benton.or.us/health/""]"
"29015","Benton County Health Department","[""http://benton.lphamo.org""]"
"41003","Benton County Health Department","[""http://www.co.benton.or.us""]"
"53005","Benton-Franklin Health District","[""http://www.bfhd.wa.gov""]"
"53021","Benton-Franklin Health District","[""http://www.bfhd.wa.gov""]"
"38015","Bismarck-Burleigh Public Health","[""http://bismarcknd.gov/publichealth"",""https://www.facebook.com/BBPH.gov/"",""https://twitter.com/BBPublicHealth""]"
"37017","Bladen County Health Department","[""http://www.bladeninfo.org/departments/health""]"
"01009","Blount County Health Department","[""http://www.alabamapublichealth.gov/blount/index.html"",""https://www.facebook.com/BlountCHD""]"
"47009","Blount County Health Department","[""http://www.blounttn.org/291/Health-Department""]"
"48041","Brazos County Health Department","[""http://www.brazoshealth.org"",""https://www.facebook.com/BrazosCountyHealthDistrict/"",""https://twitter.com/BrazosCoHd""]"
"19017","Bremer County Health Department","[""http://www.co.bremer.ia.us""]"
"54009","Brooke County Health Department","[""https://www.brookecountyhealthdepartment.com/"",""https://www.facebook.com/Brooke-County-Health-Department-186847988076050/""]"
"17011","Bureau County Health Department","[""http://www.bchealthdepartment.org""]"
"01013","Butler County Health Department","[""http://www.alabamapublichealth.gov/butler/index.html"",""https://www.facebook.com/ButlerCHD""]"
"20015","Butler County Health Department","[""http://www.bucoks.com""]"
"29023","Butler County Health Department","[""http://www.butlercountyhealth.org""]"
"39017","Butler County Health Department","[""http://www.butlercountyohio.org/health""]"
"29029","Camden County Health Department","[""http://camdencountyhealth.org""]"
"40019","Carter County Health Department","[""http://www.health.state.ok.us/chds/carter""]"
"38019","Cavalier County Health District","[""http://www.cavaliercountyhealth.com"",""https://www.facebook.com/cavaliercountypublichealth/""]"
"12017","Citrus County Health Department","[""http://citrus.floridahealth.gov/"",""https://www.facebook.com/FLDepartmentofHealth"",""https://twitter.com/FLHealthCitrus""]"
"01025","Clarke County Health Department","[""http://www.alabamapublichealth.gov/clarke/index.html"",""https://www.facebook.com/ClarkeCHD/?fref=ts""]"
"01031","Coffee County Health Department","[""http://www.alabamapublichealth.gov/coffee/index.html"",""https://www.facebook.com/CoffeeCHD/""]"
"13069","Coffee County Health Department","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict"",""https://twitter.com/InfoatSEHD""]"
"47031","Coffee County Health Department","[""https://www.coffeecountytn.gov/177/Health-Department""]"
"20031","Coffey County Health Department","[""http://www.coffeycountyks.org/health.html""]"
"48085","Collin County Health Department","[""http://www.co.collin.tx.us""]"
"13077","Coweta County Health Department","[""http://www.coweta.ga.us/Resources/healthdept.html""]"
"37049","Craven County Health Department","[""http://www.cravencounty.com/depts/hth/hthmain.htm""]"
"39035","Cuyahoga County Board of Health","[""http://www.ccbh.net""]"
"31043","Dakota County Health Department","[""http://dakotacountyne.org/"",""https://www.facebook.com/dakotacountyhealth/""]"
"01047","Dallas County Health Department","[""http://www.alabamapublichealth.gov/dallas/index.html"",""https://www.facebook.com/DallasCHD""]"
"19049","Dallas County Health Department","[""https://www.dallascountyiowa.gov/services/health-and-social-services/public-health"",""https://www.facebook.com/DallasCoHealth/""]"
"29059","Dallas County Health Department","[""http://www.dallascountyhealth.com""]"
"30021","Dawson County Health Department","[""http://www.dawsoncountymontana.com"",""https://www.facebook.com/DCHDept/""]"
"01049","DeKalb County Health Department","[""http://www.alabamapublichealth.gov/dekalb/index.html"",""https://www.facebook.com/DeKalbCHD""]"
"12027","DeSoto County Health Department","[""http://desoto.floridahealth.gov""]"
"48121","Denton County Health Department","[""http://www.dentoncounty.com/health""]"
"19057","Des Moines County Public Health","[""http://dmcounty.com""]"
"17043","DuPage County Health Department","[""http://www.dupagehealth.org""]"
"18037","Dubois County Health Department","[""http://www.duboiscountyin.org/offices/health.html""]"
"37061","Duplin County Health Department","[""http://www.duplincountync.com""]"
"37063","Durham County Health Department","[""http://www.dconc.gov/publichealth""]"
"01051","Elmore County Health Department","[""http://www.alabamapublichealth.gov/elmore/index.html"",""https://www.facebook.com/ElmoreCHD""]"
"01055","Etowah County Health Department","[""http://www.alabamapublichealth.gov/etowah/index.html"",""https://www.facebook.com/EtowahCHD""]"
"55041","Forest County Health Department","[""http://www.co.forest.wi.gov""]"
"39049","Franklin County Health District","[""https://myfcph.org/"",""https://www.facebook.com/franklincountypublichealth/"",""https://twitter.com/FC_PublicHealth""]"
"17057","Fulton County Health Department","[""http://www.fultoncountyhealth.com""]"
"01061","Geneva County Health Department","[""http://www.alabamapublichealth.gov/geneva/index.html"",""https://www.facebook.com/GenevaCHD/""]"
"18051","Gibson County Health Department","[""http://www.gibsoncountyhealth.com""]"
"13123","Gilmer County Health Department","[""http://www.nghd.org/locations/health-depts/gilmer-health.html""]"
"54021","Gilmer County Health Department","[""http://gilmerhealthwv.com/"",""https://www.facebook.com/Gilmer-County-Health-Department-145529045642040/""]"
"04009","Graham County Health Department","[""http://www.graham.az.gov"",""https://www.facebook.com/Graham-County-Health-Department-1611121092508959""]"
"37075","Graham County Health Department","[""http://www.health.grahamcounty.org"",""https://www.facebook.com/Graham-county-health-department-169389336577534"",""https://twitter.com/GrahamCoHealth""]"
"21083","Graves County Health Department","[""http://www.gravescounty.ky.gov/departments.htm""]"
"01063","Greene County Health Department","[""http://www.alabamapublichealth.gov/greene/index.html"",""https://www.facebook.com/Greene-County-Health-Department-882421425103622/""]"
"13133","Greene County Health Department","[""http://www.publichealthathens.com""]"
"17061","Greene County Health Department","[""http://www.greenecountyhealth.com""]"
"37079","Greene County Health Department","[""http://www.co.greene.nc.us""]"
"51079","Greene County Health Department","[""http://www.vdh.state.va.us/LHD/ThomasJefferson/Greene""]"
"17063","Grundy County Health Department","[""http://www.grundyhealth.org""]"
"29079","Grundy County Health Department","[""http://www.grundycountyhealth.org""]"
"47061","Grundy County Health Department","[""http://www.grundycountytn.net/health_dept/index.html""]"
"48199","Hardin County Health Department","[""http://www.co.hardin.tx.us/page/hardin.county.healthdepartment""]"
"41025","Harney County Health Department","[""http://www.harney.or.us/healthdepartment.html"",""https://www.facebook.com/HarneyCountyHealthDepartment""]"
"20079","Harvey County Health Department","[""http://www.harveycounty.com""]"
"51670","Hopewell City Health Department","[""http://www.vdh.state.va.us/LHD/crater/Hopewell.htm""]"
"18067","Howard County Health Department","[""http://co.howard.in.us/health""]"
"24027","Howard County Health Department","[""http://www.hchealth.org""]"
"29089","Howard County Health Department","[""http://HowardCountyHealth.wix.com/hcphd"",""https://www.facebook.com/HowardCountyPublicHealth/""]"
"29091","Howell County Health Department","[""https://howellcountyhealth.com/"",""https://www.facebook.com/Howell-County-Health-Department-170310842983730/""]"
"26065","Ingham County Health Department","[""http://www.ingham.org"",""https://www.facebook.com/InghamHealth/"",""https://twitter.com/inghamhealth""]"
"53029","Island County Health Department","[""http://208.25.170.38/health""]"
"17079","Jasper County Health Department","[""http://www.jasperhealth.org""]"
"17083","Jersey County Health Department","[""http://www.jerseycountyhealth.org""]"
"20089","Jewell County Health Department","[""https://www.facebook.com/Jewell-County-Health-Dept-676223795841401/""]"
"55057","Juneau County Health Department","[""http://www.co.juneau.wi.gov/health1.html"",""https://www.facebook.com/#!/pages/Juneau-County-Health-Department/174607262588061?fref=ts""]"
"04012","La Paz County Health Department","[""http://www.LPCHD.com""]"
"26087","Lapeer County Health Department","[""http://lchd.lapeer.org""]"
"29117","Livingston County Health Center","[""http://www.livcohealthcenter.com""]"
"51109","Louisa County Health Department","[""http://www.vdh.state.va.us/LHD/ThomasJefferson/Louisa""]"
"26099","Macomb County Health Department","[""http://www.macombcountymi.gov/publichealth""]"
"01093","Marion County Health Department","[""http://www.alabamapublichealth.gov/marion/index.html"",""https://www.facebook.com/MarionCountyHD""]"
"12083","Marion County Health Department","[""http://Marion.FloridaHealth.gov"",""https://www.facebook.com/FLDepartmentofHealth"",""https://twitter.com/HealthyFla""]"
"17121","Marion County Health Department","[""http://www.marioncountyhealthdept.org""]"
"20115","Marion County Health Department","[""http://www.marioncoks.net""]"
"41047","Marion County Health Department","[""https://www.co.marion.or.us/HLT"",""https://www.facebook.com/MarionCountyHealth"",""https://twitter.com/MarionCo_Health""]"
"54049","Marion County Health Department","[""http://www.marioncountywv.com/departments/health_department/""]"
"12085","Martin County Health Department","[""http://martin.floridahealth.gov"",""https://www.facebook.com/FLDepartmentofHealth"",""https://twitter.com/HealthyFla""]"
"30055","McCone County Health Department","[""http://mcconecountymt.com/public-health"",""https://www.facebook.com/mcconepublichealth/""]"
"17113","McLean County Health Department","[""http://health.mcleancountyil.gov""]"
"48325","Medina County Health Department","[""http://www.medinacountytexas.org/default.aspx?Medina_County/HealthUnit""]"
"21167","Mercer County Health Department","[""https://mercercounty.ky.gov/departments/Health-Department/Pages/default.aspx"",""https://www.facebook.com/Mercer-County-Health-Department-247353008642647/""]"
"29129","Mercer County Health Department","[""http://mercercountyhealthdepartment.com/"",""https://www.facebook.com/Mercer-County-Health-Department-114453988594418/""]"
"54055","Mercer County Health Department","[""http://www.mercercountywv.org/county-government/county-offices/health-department""]"
"29131","Miller County Health Department","[""http://www.MillerCountyHealth.com""]"
"01099","Monroe County Health Department","[""http://www.alabamapublichealth.gov/monroe/index.html"",""https://www.facebook.com/MonroeCHD""]"
"21171","Monroe County Health Department","[""http://www.monroecohills.com""]"
"26115","Monroe County Health Department","[""http://www.co.monroe.mi.us/publichealth""]"
"29137","Monroe County Health Department","[""http://www.monroecountyhealth.com"",""https://www.facebook.com/MonroeCountyHealthDepartment/""]"
"39111","Monroe County Health Department","[""https://www.co.monroe.mi.us/officials_and_departments/departments/health_department/index.php"",""https://www.facebook.com/MonroeCountyHealthyLiving""]"
"36057","Montgomery County Public Health","[""https://www.co.montgomery.ny.us/sites/public/government/publichealth/PublicHealth_Development/PublicHealthContact.aspx""]"
"01103","Morgan County Health Department","[""http://www.alabamapublichealth.gov/morgan/index.html"",""https://www.facebook.com/MorganCHD/""]"
"17137","Morgan County Health Department","[""http://www.morganhd.com""]"
"18109","Morgan County Health Department","[""http://www.morgancountyhealth.com""]"
"29141","Morgan County Health Department","[""http://www.morgancountyhealthcenter.com""]"
"39117","Morrow County Health Department","[""http://www.morrowcountyhealth.org""]"
"41049","Morrow County Health Department","[""http://www.morrowcountyoregon.com/publichealth/index.html""]"
"13213","Murray County Health Department","[""http://www.nghd.org/locations/health-departments/murray-health.html""]"
"51125","Nelson County Health Department","[""http://www.vdh.state.va.us/LHD/ThomasJefferson/Nelson""]"
"29145","Newton County Health Department","[""http://www.newtoncountyhealth.org""]"
"21185","Oldham County Health Department","[""http://Oldhamcountyhealthdepartment.org""]"
"36065","Oneida County Health Department","[""http://ocgov.net/oneida/health""]"
"55085","Oneida County Health Department","[""http://www.co.oneida.wi.gov""]"
"37133","Onslow County Health Department","[""https://www.onslowcountync.gov/""]"
"12095","Orange County Health Department","[""http://orange.floridahealth.gov/"",""https://twitter.com/dohOrange""]"
"37135","Orange County Health Department","[""http://orangecountync.gov/"",""https://www.facebook.com/orangecountyhealthdepartment/"",""https://twitter.com/OrangeHealthNC""]"
"48361","Orange County Health Department","[""http://www.orangecountytexas.us/PublicHealth/publichealth.htm""]"
"51137","Orange County Health Department","[""http://www.vdh.state.va.us/LHD/RappahannockRapidan/orange.htm""]"
"36075","Oswego County Health Department","[""http://www.oswegocounty.com"",""https://www.facebook.com/OswegoHealthDpt/""]"
"26139","Ottawa County Health Department","[""http://www.miottawa.org/HealthComm/Health/""]"
"39123","Ottawa County Health Department","[""http://www.ottawahealth.org""]"
"40115","Ottawa County Health Department","[""http://www.health.state.ok.us/chds/ottawa""]"
"27111","Otter Tail County Public Health","[""https://ottertailcountymn.us/department/public-health/""]"
"39125","Paulding County Health District","[""http://www.pauldingcountyhealthdept.com"",""https://www.facebook.com/PauldingCountyHealthDept""]"
"37141","Pender County Health Department","[""http://health.pendercountync.gov/""]"
"37145","Person County Health Department","[""http://www.personcounty.net"",""https://www.facebook.com/PCHealthDept/"",""https://twitter.com/PersonCountyNC""]"
"39129","Pickaway County Health District","[""http://www.pchd.org""]"
"13229","Pierce County Health Department","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict/"",""https://twitter.com/infoatsehd""]"
"29165","Platte County Health Department","[""http://www.plattecountyhealthdept.com""]"
"12107","Putnam County Health Department","[""http://Putnam.flhealth.gov"",""https://www.facebook.com/FLDepartmentofHealth"",""https://twitter.com/HealthyFla""]"
"29171","Putnam County Health Department","[""http://www.putnamcohealthdept.org"",""https://www.facebook.com/Ralls-County-Health-Dept-Home-Health-Agency-262104510596164/""]"
"36079","Putnam County Health Department","[""http://putnamcountyny.com/healthdept/shtml""]"
"39137","Putnam County Health Department","[""http://www.putnamhealth.com""]"
"18137","Ripley County Health Department","[""http://www.ripleycounty.com/healthdepartment""]"
"29195","Saline County Health Department","[""https://www.salinecountyhealthdepartment.com/"",""https://www.facebook.com/saline.county.health/""]"
"39143","Sandusky County Health District","[""https://www.scpublichealth.com/"",""https://www.facebook.com/sanduskycopublichealth"",""https://twitter.com/sanduskycohd""]"
"17173","Shelby County Health Department","[""http://www.shelbyhealth.net""]"
"29205","Shelby County Health Department","[""http://shelbycountyhealth.com/"",""https://www.facebook.com/shelbycountyhealthdepartment/""]"
"47157","Shelby County Health Department","[""http://www.shelbytnhealth.com/""]"
"37167","Stanly County Health Department","[""http://health.co.stanly.nc.us"",""https://www.facebook.com/stanlyhealth/""]"
"49043","Summit County Health Department","[""http://www.summitcountyhealth.org""]"
"01119","Sumter County Health Department","[""http://www.alabamapublichealth.gov/sumter/index.html"",""https://www.facebook.com/SumterCHD/""]"
"51183","Sussex County Health Department","[""http://www.vdh.state.va.us/LHD/crater/sussex.htm""]"
"24041","Talbot County Health Department","[""http://health.maryland.gov/talbotcounty""]"
"12123","Taylor County Health Department","[""http://taylor.floridahealth.gov/""]"
"55119","Taylor County Health Department","[""http://www.co.taylor.wi.us/departments/f-m/hd/"",""https://www.facebook.com/Taylor-County-Health-Department-234647910052315/?ref=hl""]"
"49045","Tooele County Health Department","[""http://www.tooelehealth.org""]"
"54093","Tucker County Health Department","[""http://tuckerhealthwv.com/"",""https://www.facebook.com/pages/Tucker-County-Health-Dept/157679627765008""]"
"55123","Vernon County Health Department","[""https://www.vernoncounty.org/ph/index.htm"",""https://www.facebook.com/pages/Vernon-County-Health-Department/642837375730102""]"
"17185","Wabash County Health Department","[""http://www.wabashhealth.org""]"
"01127","Walker County Health Department","[""http://www.alabamapublichealth.gov/walker/index.html"",""https://www.facebook.com/WalkerCHD""]"
"13297","Walton County Health Department","[""http://publichealthathens.com""]"
"17187","Warren County Health Department","[""http://www.warrencountyil.com""]"
"29219","Warren County Health Department","[""https://www.warrencountyhealth.com/""]"
"37185","Warren County Health Department","[""http://www.warrencountync.com""]"
"01131","Wilcox County Health Department","[""http://www.alabamapublichealth.gov/wilcox/index.html"",""https://www.facebook.com/Wilcox-County-Health-Department-328419027349880/""]"
"37193","Wilkes County Health Department","[""http://www.wilkeshealth.com""]"
"39171","Williams County Health District","[""http://www.co.williams.oh.us/health""]"
"20205","Wilson County Health Department","[""http://www.wlhealthkansas.org""]"
"29229","Wright County Health Department","[""https://wrightcohealth.com/""]"
"37197","Yadkin County Health Department","[""https://www.yadkincountync.gov/353/Human-Services""]"
"12001","Alachua County Health Department","[""http://www.doh.state.fl.us/chdAlachua""]"
"26005","Allegan County Health Department","[""http://www.allegancounty.org/health""]"
"13001","Appling County Health Department","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict/"",""https://twitter.com/InfoatSEHD""]"
"39005","Ashland County Health Department","[""http://ashlandhealth.com""]"
"39007","Ashtabula County Health District","[""http://www.co.ashtabula.oh.us""]"
"29007","Audrain County Health Department","[""http://www.audraincountyhealth.org/""]"
"01001","Autauga County Health Department","[""http://www.alabamapublichealth.gov/autauga/index.html"",""https://www.facebook.com/Autauga-County-Health-Department-344912558993384/""]"
"01003","Baldwin County Health Department","[""http://www.alabamapublichealth.gov/baldwin/index.html"",""https://www.facebook.com/BaldwinCHD""]"
"24510","Baltimore City Health Department","[""http://health.baltimorecity.gov"",""https://www.facebook.com/BaltimoreHealth/"",""https://twitter.com/BMore_Healthy""]"
"01005","Barbour County Health Department","[""http://www.alabamapublichealth.gov/barbour/index.html"",""https://www.facebook.com/Barbour-County-Health-Department-330166737141764/?fref=ts""]"
"54001","Barbour County Health Department","[""http://barbourhealthwv.com/""]"
"26021","Berrien County Health Department","[""http://bchdmi.org""]"
"54007","Braxton County Health Department","[""http://Braxtonhealthwv.com""]"
"21029","Bullitt County Health Department","[""http://www.bullittcountyhealthdept.org""]"
"13031","Bulloch County Health Department","[""http://www.sehdph.org/"",""https://www.facebook.com/SoutheastHealthDistrict"",""https://twitter.com/InfoatSEHD""]"
"01011","Bullock County Health Department","[""http://www.alabamapublichealth.gov/bullock/index.html"",""https://www.facebook.com/Bullock-County-Health-Department-1479182995662986/"",""https://twitter.com/alpublichealth""]"
"01015","Calhoun County Health Department","[""http://www.alabamapublichealth.gov/calhoun/index.html"",""https://www.facebook.com/CalhounCHD""]"
"26025","Calhoun County Health Department","[""https://www.calhouncountymi.gov/departments/public_health_department/index.php""]"
"55015","Calumet County Health Department","[""http://www.co.calumet.wi.us/index.aspx?nid=155""]"
"24009","Calvert County Health Department","[""http://www.calverthealth.org""]"
"48061","Cameron County Health Department","[""http://www.co.cameron.tx.us/health""]"
"13043","Candler County Health Department","[""https://www.facebook.com/Candler-County-Health-Department-272743780051444/"",""https://twitter.com/InfoatSEHD""]"
"18015","Carroll County Health Department","[""http://www.carrollcountyin.gov/health.htm""]"
"24013","Carroll County Health Department","[""https://cchd.maryland.gov/""]"
"29033","Carroll County Health Department","[""http://www.carrollcohealth.com""]"
"51035","Carroll County Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/carroll.htm""]"
"37033","Caswell County Health Department","[""http://cchd.caswellnc.us/index2.html""]"
"39021","Champaign County Health District","[""http://www.champaignhd.com/""]"
"24017","Charles County Health Department","[""http://www.charlescountyhealth.org"",""https://www.facebook.com/CharlesCountyHealth"",""https://twitter.com/CCDH_Maryland""]"
"13051","Chatham County Health Department","[""https://www.gachd.org/"",""https://www.facebook.com/coastalgeorgiapublichealth"",""https://twitter.com/coastalhealth91""]"
"42029","Chester County Health Department","[""http://www.chesco.org/health"",""https://www.facebook.com/ChesterCountyHealthDepartment"",""https://twitter.com/ChescoHealth""]"
"01021","Chilton County Health Department","[""http://www.alabamapublichealth.gov/chilton/index.html"",""https://www.facebook.com/ChiltonCHD""]"
"01023","Choctaw County Health Department","[""http://www.alabamapublichealth.gov/choctaw/index.html"",""https://www.facebook.com/Choctaw-County-Health-Department-1510747159203888/""]"
"40023","Choctaw County Health Department","[""http://choctaw.health.ok.gov""]"
"29047","Clay County Public Health Center","[""http://www.clayhealth.com"",""https://www.facebook.com/ClayCountyPublicHealth/"",""https://twitter.com/claymohealth""]"
"17027","Clinton County Health Department","[""http://cchd027.mystarband.net""]"
"29049","Clinton County Health Department","[""http://www.clintoncountyhealthdepartment.com""]"
"01033","Colbert County Health Department","[""http://www.alabamapublichealth.gov/colbert/"",""https://www.facebook.com/ColbertCHD""]"
"01035","Conecuh County Health Department","[""http://www.alabamapublichealth.gov/conecuh/index.html"",""https://www.facebook.com/ConecuhCHD""]"
"01043","Cullman County Health Department","[""http://www.alabamapublichealth.gov/cullman/index.html"",""https://www.facebook.com/CullmanCHD""]"
"18027","Daviess County Health Department","[""http://daviesshealth.com""]"
"29061","Daviess County Health Department","[""http://daviesshealthonline.com"",""https://www.facebook.com/DaviessCountyHD/""]"
"17041","Douglas County Health Department","[""http://dchealthdept.org""]"
"29067","Douglas County Health Department","[""http://www.dchd.org""]"
"31055","Douglas County Health Department","[""http://www.douglascountyhealth.com/"",""https://www.facebook.com/Douglas-County-Health-Department-390572354389063/"",""https://twitter.com/HealthDouglasCo""]"
"19061","Dubuque County Health Department","[""http://www.dubuquecounty.org/HealthDepartment""]"
"29069","Dunklin County Health Department","[""http://dunklincountyhealth.com""]"
"20047","Edwards County Health Department","[""http://www.edcohealth.com""]"
"18039","Elkhart County Health Department","[""http://www.elkhartcountyhealth.org""]"
"36029","Erie County Department of Health","[""http://www.erie.gov/health"",""https://www.facebook.com/ecdoh"",""https://twitter.com/ECDOH""]"
"42049","Erie County Department of Health","[""http://www.ecdh.org""]"
"34013","Essex Regional Health Commission","[""http://www.essexregional.org""]"
"51059","Fairfax County Health Department","[""http://www.fairfaxcounty.gov/hd"",""https://www.facebook.com/fairfaxcountyhealth"",""https://twitter.com/fairfaxhealth""]"
"39045","Fairfield County Health District","[""http://www.farifielddh.org""]"
"01057","Fayette County Health Department","[""http://www.alabamapublichealth.gov/fayette/index.html"",""https://www.facebook.com/FayetteCHD""]"
"17051","Fayette County Health Department","[""http://www.fayettehealthdept.org""]"
"39047","Fayette County Health Department","[""http://www.faycohd.org/""]"
"47047","Fayette County Health Department","[""http://tn.gov""]"
"54019","Fayette County Health Department","[""https://fayettehealth.wv.gov/"",""https://www.facebook.com/fayettehealth"",""https://twitter.com/FayetteHealth?lang=en""]"
"48167","Galveston County Health District","[""http://www.gchd.org"",""https://www.facebook.com/GCHDInfo/"",""https://twitter.com/GCHDinfo""]"
"24023","Garrett County Health Department","[""http://www.garretthealth.org""]"
"26049","Genesee County Health Department","[""http://www.gchd.us"",""https://www.facebook.com/GeneseeCountyHealthDepartment"",""https://twitter.com/GCHD_MI""]"
"36037","Genesee County Health Department","[""http://www.co.genesee.ny.us/departments/health/index.html"",""https://www.facebook.com/GOHealthNY/"",""https://twitter.com/gohealthny""]"
"30035","Glacier County Health Department","[""http://www.glaciercountygov.com/""]"
"48181","Grayson County Health Department","[""http://www.co.grayson.tx.us""]"
"51077","Grayson County Health Department","[""http://www.vdh.state.va.us/LHD/mtrogers/grayson.htm""]"
"21089","Greenup County Health Department","[""https://www.facebook.com/greenuphealth"",""https://twitter.com/greenuphealth""]"
"17067","Hancock County Health Department","[""http://www.hancockhealth.com""]"
"18059","Hancock County Health Department","[""http://www.hancockcoingov.org""]"
"39063","Hancock County Health Department","[""http://www.co.hancock.oh.us/bdhealth""]"
"54029","Hancock County Health Department","[""http://HancockCountyHealthDepartment.com"",""https://www.facebook.com/Hancock-County-Health-Department-419880264864542/""]"
"24025","Harford County Health Department","[""http://www.harfordcountyhealth.com"",""https://www.facebook.com/HarCoHD"",""https://twitter.com/HarCoHealthDept""]"
"47073","Hawkins County Health Department","[""https://www.hawkinscountytn.gov/""]"
"37087","Haywood County Health Department","[""http://www.haywoodnc.net/health.html""]"
"29085","Hickory County Health Department","[""http://www.hickorycountyhealth.org"",""https://www.facebook.com/HickoryCountyHealthDepartment/""]"
"48215","Hidalgo County Health Department","[""https://www.hidalgocounty.us/1032/Health-and-Human-Services"",""https://www.facebook.com/HidalgoCounty/"",""https://twitter.com/hidalgocounty""]"
"39073","Hocking County Health Department","[""https://www.hockingcountyhealthdepartment.com""]"
"01069","Houston County Health Department","[""http://www.alabamapublichealth.gov/houston/index.html"",""https://www.facebook.com/HoustonCHD/""]"
"37097","Iredell County Health Department","[""http://www.co.iredell.nc.us/Departments/Health""]"
"01071","Jackson County Health Department","[""http://www.alabamapublichealth.gov/jackson/index.html"",""https://www.facebook.com/JacksonCountyHealth/""]"
"12063","Jackson County Health Department","[""http://www.Jacksonchd.org""]"
"13157","Jackson County Health Department","[""http://www.Publichealthathens.com"",""https://www.facebook.com/TeamMatters""]"
"17077","Jackson County Health Department","[""http://www.jchdonline.org""]"
"18071","Jackson County Health Department","[""http://www.jacksoncountyhealth-in.com""]"
"26075","Jackson County Health Department","[""http://www.co.jackson.mi.us/hd"",""https://www.facebook.com/Jackson-County-Health-Department-194687840556516/"",""https://twitter.com/jacksoncohealth""]"
"29095","Jackson County Health Department","[""http://www.jacohd.org/""]"
"39079","Jackson County Health Department","[""http://www.JacksonCountyHealthDepartment.org""]"
"54035","Jackson County Health Department","[""http://www.jacksoncountyhealthdepartment.com"",""https://www.facebook.com/JCHDWV""]"
"56019","Johnson County Health Department","[""http://www.johnsoncountywyoming.org/departments/public-health/""]"
"18091","LaPorte County Health Department","[""http://www.laportecounty.org""]"
"17099","LaSalle County Health Department","[""http://www.lasallecounty.org/hd""]"
"20099","Labette County Health Department","[""http://labettecounty.com""]"
"29105","Laclede County Health Department","[""http://www.lacledecountyhealth.com""]"
"26091","Lenawee County Health Department","[""http://www.lenaweehealthdepartment.org""]"
"29113","Lincoln County Health Department","[""http://www.lchdmo.org""]"
"37109","Lincoln County Health Department","[""http://www.lincolncounty.org""]"
"53043","Lincoln County Health Department","[""http://www.co.lincoln.wa.us""]"
"54043","Lincoln County Health Department","[""http://www.lincolncountyhealthdepartment.org/""]"
"55069","Lincoln County Health Department","[""http://www.lincolncountyhealthdepartment.com"",""https://www.facebook.com/LincolnMThealth/""]"
"01085","Lowndes County Health Department","[""http://www.alabamapublichealth.gov/lowndes/index.html"",""https://www.facebook.com/LowndesCHD/""]"
"01089","Madison County Health Department","[""http://www.alabamapublichealth.gov/madison/index.html"",""https://www.facebook.com/pages/MadisonCountyHealth""]"
"17119","Madison County Health Department","[""http://www.madisonchd.org""]"
"18095","Madison County Health Department","[""http://www.madcohealth.org""]"
"36053","Madison County Health Department","[""http://www.healthymadisoncounty.org""]"
"51113","Madison County Health Department","[""http://www.vdh.state.va.us/LHD/RappahannockRapidan/madison.htm""]"
"41045","Malheur County Health Department","[""http://www.malheurco.org""]"
"01091","Marengo County Health Department","[""http://www.alabamapublichealth.gov/marengo/index.html"",""https://www.facebook.com/MarengoCHD/""]"
"40087","McClain County Health Department","[""http://mcclain.health.ok.gov""]"
"30059","Meagher County Health Department","[""https://www.meagherco.com/health.html""]"
"48329","Midland County Health Department","[""http://www.midlandtexas.gov""]"
"30061","Mineral County Health Department","[""http://co.mineral.mt.us/departments/health-department/""]"
"54057","Mineral County Health Department","[""http://www.mineralcountyhealthdepartment.com""]"
"36063","Niagara County Health Department","[""http://www.niagaracounty.com/Health""]"
"29147","Nodaway County Health Department","[""http://www.nodawaypublichealth.org""]"
"36073","Orleans County Health Department","[""http://www.orleansny.com/publichealth"",""https://www.facebook.com/GOHealthNY/"",""https://twitter.com/gohealthny""]"
"20141","Osborne County Health Department","[""http://www.osbornecounty.org/index.asp?DocumentID=201""]"
"47133","Overton County Health Department","[""http://www.overtoncountytn.com/index.php?option=com_content&task=view&id=32&Itemid=104""]"
"37137","Pamlico County Health Department","[""http://www.co.pamlico.nc.us/Departments_HealthDepartment.aspx""]"
"08093","Park County Public Health Agency","[""http://www.parkco.us/86/Public-Health"",""https://www.facebook.com/ParkCoPublicHealth""]"
"34031","Passaic County Health Department","[""http://www.passaiccountynj.org""]"
"38067","Pembina County Health Department","[""http://www.pembinacountynd.gov""]"
"01107","Pickens County Health Department","[""http://www.alabamapublichealth.gov/pickens/index.html"",""https://www.facebook.com/Pickens-County-Health-Department-866888973343298/?fref=ts""]"
"13227","Pickens County Health Department","[""http://www.nghd.org/locations/health-departments/pickens-health.html""]"
"37147","Pitt County Public Health Center","[""https://www.pittcountync.gov/229/Public-Health"",""https://www.facebook.com/pittcountyhealthdepartment/""]"
"30079","Prairie County Health Department","[""https://www.facebook.com/Prairie-County-Health-Department-1231273840237034/""]"
"54077","Preston County Health Department","[""http://www.prestoncountyhealthdepartment.com/""]"
